screen_name,user_id,created_at,status_id,text,retweet_count,favorite_count,is_quote_status,quote_status_id,is_retweet,retweet_status_id,in_reply_to_status_status_id,in_reply_to_status_user_id,in_reply_to_status_screen_name,lang,source,media_id,media_url,media_url_expanded,urls,urls_display,urls_expanded,mentions_screen_name,mentions_user_id,symbols,hashtags,coordinates,place_id,place_type,place_name,place_full_name,country_code,country,bounding_box_coordinates,bounding_box_type
ilanamartires,59287067,3/1/2018 21:14,9.69E+17,@edmacieldesa Nem ele pagando ao Flu!,0,0,FALSE,NA,FALSE,NA,9.69E+17,58550063,edmacieldesa,pt,Twitter for iPhone,NA,NA,NA,NA,NA,NA,edmacieldesa,58550063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M_Schvaneveldt,2263539278,3/1/2018 21:14,9.69E+17,For the love of god if you have the flu PLEASE don’t come to class just STAY HOME <U+203C><U+FE0F>,0,1,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
llyoung28,7.77E+17,3/1/2018 21:14,9.69E+17,ABC News Reporter Says Flu Shot Left Her Disabled https://t.co/L4wMxpekL6 via @yournewswire,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,yournewswire.com/abc-reporter-f…,http://yournewswire.com/abc-reporter-flu-shot-disabled/,yournewswire,1564327968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
somevelda,3675142278,3/1/2018 21:14,9.69E+17,"*reads an article about how exercise can prevent you from constantly getting the cold.*
*suddenly reminded self tha… https://t.co/wuE9l2RVh8",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/969319968553783296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
brunokronem,339351543,3/1/2018 21:14,9.69E+17,"RT @Fluminensestuff: <f0><U+009F><U+0094><U+0097>| Fluminense irá completar 100 jogos no Engenhão nesta noite, contra o Avaí. No estádio são 46 vitórias, 30 empates e…",5,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,pt,Twitter for iPhone,NA,NA,NA,NA,NA,NA,Fluminensestuff,455993436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2sdTV0kxbDcxp7U,9.00E+17,3/1/2018 21:14,9.69E+17,Teen initially diagnosed with flu actually has cancer https://t.co/I1PL0C2PmN,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2HUNn4s,http://ift.tt/2HUNn4s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2sdTV0kxbDcxp7U,9.00E+17,3/1/2018 21:14,9.69E+17,Flu cases decrease in NY state for first time this winter https://t.co/E4fbyfH1dJ,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2oHILWt,http://ift.tt/2oHILWt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mKyVGzd1TkpcaQc,8.96E+17,3/1/2018 21:14,9.69E+17,Teen initially diagnosed with flu actually has cancer https://t.co/Unvb4WVHGl,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2HUNn4s,http://ift.tt/2HUNn4s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mKyVGzd1TkpcaQc,8.96E+17,3/1/2018 21:14,9.69E+17,Flu cases decrease in NY state for first time this winter https://t.co/Q4I0zbQZy7,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2oHILWt,http://ift.tt/2oHILWt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TKm3bf2FuVQMNQ5,8.96E+17,3/1/2018 21:14,9.69E+17,Flu cases decrease in NY state for first time this winter https://t.co/Ilfj1YnDug,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2oHILWt,http://ift.tt/2oHILWt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m3AzjX1nbVI3JVK,8.97E+17,3/1/2018 21:14,9.69E+17,Teen initially diagnosed with flu actually has cancer https://t.co/yCNgIQIBaY,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2HUNn4s,http://ift.tt/2HUNn4s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O81040qxCLE7aJD,9.01E+17,3/1/2018 21:14,9.69E+17,Flu cases decrease in NY state for first time this winter https://t.co/579hJFFOpv,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2oHILWt,http://ift.tt/2oHILWt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
V8Ga88xvwnqbP6H,8.97E+17,3/1/2018 21:14,9.69E+17,Flu cases decrease in NY state for first time this winter https://t.co/cyswQfOjRD,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2oHILWt,http://ift.tt/2oHILWt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
m3AzjX1nbVI3JVK,8.97E+17,3/1/2018 21:14,9.69E+17,Flu cases decrease in NY state for first time this winter https://t.co/1MqMPytSEW,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2oHILWt,http://ift.tt/2oHILWt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38izEbRtbamxZrq,9.00E+17,3/1/2018 21:14,9.69E+17,Flu cases decrease in NY state for first time this winter https://t.co/shn0ddd01m,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2oHILWt,http://ift.tt/2oHILWt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
l2zsKK0DgXDMfKG,9.01E+17,3/1/2018 21:14,9.69E+17,Teen initially diagnosed with flu actually has cancer https://t.co/QUofw3FSVC,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2HUNn4s,http://ift.tt/2HUNn4s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
l2zsKK0DgXDMfKG,9.01E+17,3/1/2018 21:14,9.69E+17,Flu cases decrease in NY state for first time this winter https://t.co/x02ca6WgPb,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2oHILWt,http://ift.tt/2oHILWt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lucysanchen,9.30E+17,3/1/2018 21:14,9.69E+17,Teen initially diagnosed with flu actually has cancer https://t.co/HfA9esdMSP,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2HUNn4s,http://ift.tt/2HUNn4s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lucysanchen,9.30E+17,3/1/2018 21:14,9.69E+17,Flu cases decrease in NY state for first time this winter https://t.co/unGFeHPHu9,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2oHILWt,http://ift.tt/2oHILWt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRZtiyIWGd46cFk,9.00E+17,3/1/2018 21:14,9.69E+17,Teen initially diagnosed with flu actually has cancer https://t.co/RYQhulvHJy,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2HUNn4s,http://ift.tt/2HUNn4s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7OMp18xcIBMz36P,8.97E+17,3/1/2018 21:14,9.69E+17,Teen initially diagnosed with flu actually has cancer https://t.co/5BpnFL3Fxc,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2HUNn4s,http://ift.tt/2HUNn4s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRZtiyIWGd46cFk,9.00E+17,3/1/2018 21:14,9.69E+17,Flu cases decrease in NY state for first time this winter https://t.co/833sWwqVhC,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2oHILWt,http://ift.tt/2oHILWt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xuclatinha,429785146,3/1/2018 21:13,9.69E+17,When the flu is trying to get u <f0><U+009F><U+0098><U+00A3>,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xviismae,1730534466,3/1/2018 21:13,9.69E+17,My dad just texted me saying there are 2 cases of the flu at work on my floor <f0><U+009F><U+0098><U+00AD><f0><U+009F><U+0098><U+00AD><f0><U+009F><U+0098><U+00AD>,0,1,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gschr37699,2769585785,3/1/2018 21:13,9.69E+17,"RT @JannaWilkinso69: <f0><U+009F><U+0091><U+008A><f0><U+009F><U+0091><U+008A>I know I am a Prim and Proper, REFINED Woman <f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082>but I would TRUST a FART <f0><U+009F><U+008C><U+00AC><U+FE0F><U+26FD><U+FE0F>when I HAVE the FLU <f0><U+009F><U+00A4><U+00A2><f0><U+009F><U+00A4><U+00AE>before I would EVE…",640,0,FALSE,NA,TRUE,9.52E+17,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,JannaWilkinso69,8.72E+17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
francescoffc_,7.20E+17,3/1/2018 21:13,9.69E+17,"RT @Fluminensestuff: <f0><U+009F><U+0094><U+0097>| Fluminense irá completar 100 jogos no Engenhão nesta noite, contra o Avaí. No estádio são 46 vitórias, 30 empates e…",5,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,pt,Twitter for Android,NA,NA,NA,NA,NA,NA,Fluminensestuff,455993436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabiolribeiroo,3094257790,3/1/2018 21:13,9.69E+17,"RT @Fluminensestuff: <f0><U+009F><U+0094><U+0097>| Fluminense irá completar 100 jogos no Engenhão nesta noite, contra o Avaí. No estádio são 46 vitórias, 30 empates e…",5,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,pt,Twitter Web Client,NA,NA,NA,NA,NA,NA,Fluminensestuff,455993436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dmoore564,594072599,3/1/2018 21:13,9.69E+17,"RT @Legacy_Redeemer: @sleeprgirl @SuzanneLittlej3 @linda_troxell @Chris_A_Turner @LauraLoomer CDC Doctor, Who Claimed Flu Shot Caused Outbr…",12,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,NA,NA,Legacy_Redeemer sleeprgirl SuzanneLittlej3 linda_troxell Chris_A_Turner LauraLoomer,827541813883965441 19777536 803035771867426816 809595737415778304 934612987 537709549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
soflaninja,7.92E+17,3/1/2018 21:13,9.69E+17,ABC News Reporter Says Flu Shot Left Her Disabledhttp://yournewswire.com/abc-reporter-flu-shot-disabled/ https://t.co/AW9lSPBjZO,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,Gab.ai,NA,NA,NA,NA,gab.ai/soflaninja/pos…,https://gab.ai/soflaninja/posts/20775835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fluritiba,54365311,3/1/2018 21:13,9.69E+17,Flu vai reencontrar hoje @andremoritz10,1,2,FALSE,NA,FALSE,NA,NA,NA,NA,pt,Twitter for Android,NA,NA,NA,NA,NA,NA,andremoritz10,214896010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cyber_dustin,9.41E+17,3/1/2018 21:13,9.69E+17,ICYMI: Mandatory Flu Vaccines Land Healthcare Facility In Court https://t.co/VvrlHbdJnI,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,"Clearview Social, Inc.",NA,NA,NA,NA,CVSoci.al/SUvxv-yg,http://CVSoci.al/SUvxv-yg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nFHzK9kZDdDScWF,9.00E+17,3/1/2018 21:13,9.69E+17,Flu cases decrease in NY state for first time this winter https://t.co/mhdVBIKxVu,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2oHILWt,http://ift.tt/2oHILWt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rsech57,36240617,3/1/2018 21:13,9.69E+17,"RT @JannaWilkinso69: <f0><U+009F><U+0091><U+008A><f0><U+009F><U+0091><U+008A>I know I am a Prim and Proper, REFINED Woman <f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082>but I would TRUST a FART <f0><U+009F><U+008C><U+00AC><U+FE0F><U+26FD><U+FE0F>when I HAVE the FLU <f0><U+009F><U+00A4><U+00A2><f0><U+009F><U+00A4><U+00AE>before I would EVE…",640,0,FALSE,NA,TRUE,9.52E+17,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,NA,NA,JannaWilkinso69,8.72E+17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IxBlIqrIRbY0Pgd,8.97E+17,3/1/2018 21:13,9.69E+17,Flu cases decrease in NY state for first time this winter https://t.co/ifLz1Xa1uu,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2oHILWt,http://ift.tt/2oHILWt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SornozadaMassa,4460678729,3/1/2018 21:13,9.69E+17,"Conca poderia agr voltar para o Flu com toda idolatria do mundo, iríamos receber o cara no aeroporto e carregar no… https://t.co/3Sy5wRD19g",0,6,FALSE,NA,FALSE,NA,NA,NA,NA,pt,Twitter for Android,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/969319747316801536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HCareTimes,946181738,3/1/2018 21:13,9.69E+17,6 Strategies to Avoid Getting the Flu Twice in One Season https://t.co/bCB0rxK7iX,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,a.msn.com/05/en-us/BBJKd…,http://a.msn.com/05/en-us/BBJKdjC?ocid=st,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zRp3wl0Na9xdihk,8.96E+17,3/1/2018 21:13,9.69E+17,Teen initially diagnosed with flu actually has cancer https://t.co/2V50mC2wYL,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2HUNn4s,http://ift.tt/2HUNn4s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zRp3wl0Na9xdihk,8.96E+17,3/1/2018 21:13,9.69E+17,Flu cases decrease in NY state for first time this winter https://t.co/3HZmK2bwmn,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2oHILWt,http://ift.tt/2oHILWt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38izEbRtbamxZrq,9.00E+17,3/1/2018 21:13,9.69E+17,Teen initially diagnosed with flu actually has cancer https://t.co/6kFqU5oM5d,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2HUNn4s,http://ift.tt/2HUNn4s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rdppOYj4XMJRuoW,9.00E+17,3/1/2018 21:13,9.69E+17,Teen initially diagnosed with flu actually has cancer https://t.co/tmt19CS5zQ,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2HUNn4s,http://ift.tt/2HUNn4s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IxBlIqrIRbY0Pgd,8.97E+17,3/1/2018 21:13,9.69E+17,Teen initially diagnosed with flu actually has cancer https://t.co/ciFbgfAJYh,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2HUNn4s,http://ift.tt/2HUNn4s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOUZA_JULIO2002,8.58E+17,3/1/2018 21:13,9.69E+17,"RT @eternoamorflu: Sou tricolor de coração 
Vim ver o Flu
Meu grande amor 
Graças a Deus sou tricolor
#DiaDeFlu #VamosFluzão https://t.co/8…",19,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,pt,Twitter for Android,NA,NA,NA,NA,NA,NA,eternoamorflu,8.57E+17,NA,DiaDeFlu VamosFluzão,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCJWYcjaYRhr76d,8.96E+17,3/1/2018 21:13,9.69E+17,Teen initially diagnosed with flu actually has cancer https://t.co/J5wgchCwtk,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2HUNn4s,http://ift.tt/2HUNn4s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCJWYcjaYRhr76d,8.96E+17,3/1/2018 21:13,9.69E+17,Flu cases decrease in NY state for first time this winter https://t.co/n0UQoCVfxj,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2oHILWt,http://ift.tt/2oHILWt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CGbJq5AlslfmfvK,8.97E+17,3/1/2018 21:13,9.69E+17,Teen initially diagnosed with flu actually has cancer https://t.co/JED2oIERuX,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2HUNn4s,http://ift.tt/2HUNn4s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CGbJq5AlslfmfvK,8.97E+17,3/1/2018 21:13,9.69E+17,Teen initially diagnosed with flu actually has cancer https://t.co/JED2oIERuX,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2HUNn4s,http://ift.tt/2HUNn4s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CGbJq5AlslfmfvK,8.97E+17,3/1/2018 21:13,9.69E+17,Flu cases decrease in NY state for first time this winter https://t.co/DxrpprQati,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2oHILWt,http://ift.tt/2oHILWt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TKm3bf2FuVQMNQ5,8.96E+17,3/1/2018 21:13,9.69E+17,Teen initially diagnosed with flu actually has cancer https://t.co/RZZMudTZDf,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2HUNn4s,http://ift.tt/2HUNn4s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bearski55,1153062074,3/1/2018 21:13,9.69E+17,RT @thedailybeast: A new study found that people with the flu could contaminate the air around them simply by breathing https://t.co/2fRxUH…,18,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,NA,NA,thedailybeast,16012783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bvxWeeWMB8T85De,9.00E+17,3/1/2018 21:13,9.69E+17,Teen initially diagnosed with flu actually has cancer https://t.co/dptdHZ2Yna,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2HUNn4s,http://ift.tt/2HUNn4s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bvxWeeWMB8T85De,9.00E+17,3/1/2018 21:13,9.69E+17,Flu cases decrease in NY state for first time this winter https://t.co/O22jvu3uV1,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2oHILWt,http://ift.tt/2oHILWt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
caescovino,3193071303,3/1/2018 21:13,9.69E+17,hoje tem flu e eu já to sofrendo com antecedência,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,pt,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
smeelllmyfeeet,43773095,3/1/2018 21:13,9.69E+17,I feel like my family is always getting sick. Fuck this flu.,0,1,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fluminensestuff,455993436,3/1/2018 21:12,9.69E+17,"<f0><U+009F><U+0094><U+0097>| Fluminense irá completar 100 jogos no Engenhão nesta noite, contra o Avaí. No estádio são 46 vitórias, 30 empate… https://t.co/L48qESVfWw",5,7,FALSE,NA,FALSE,NA,9.69E+17,455993436,Fluminensestuff,pt,Twitter Web Client,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/969319603347259394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eucomosorvet,8.67E+17,3/1/2018 21:12,9.69E+17,era so o jogo do flu hj,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,pt,Twitter Web Client,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
village_jordan,2304075671,3/1/2018 21:12,9.69E+17,RT @REALHEATHER63: @bchapman151 CDC Dr. Timothy Cunningham is missing and feared dead... He discovered evidence the flu vaccine was actuall…,46,0,TRUE,9.68E+17,TRUE,9.68E+17,NA,NA,NA,en,Twitter Lite,NA,NA,NA,NA,NA,NA,REALHEATHER63 bchapman151,914039134997671937 281373704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gmiles_brampton,2475940849,3/1/2018 21:12,9.69E+17,"RT @regionofpeel: Parents: the flu shot is your best family's best defence against influenza B, the flu strain posing the greatest risk to…",4,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,NA,NA,regionofpeel,115465588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yournewswire,1564327968,3/1/2018 21:12,9.69E+17,"RT @Legacy_Redeemer: @sleeprgirl @SuzanneLittlej3 @linda_troxell @Chris_A_Turner @LauraLoomer CDC Doctor, Who Claimed Flu Shot Caused Outbr…",12,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,NA,NA,Legacy_Redeemer sleeprgirl SuzanneLittlej3 linda_troxell Chris_A_Turner LauraLoomer,827541813883965441 19777536 803035771867426816 809595737415778304 934612987 537709549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeoFreitas,70372747,3/1/2018 21:12,9.69E+17,"QUANTO FOI O FLA X FLU ?
QUANTO FOI O FLA X RIVER ?",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,pt,Twitter Web Client,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YNGMNYAUSTIN,3534231854,3/1/2018 21:12,9.69E+17,oh my goodness do not b sick w/in 15 feet of me i dont need no Death Flu thank u very much,0,3,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
flumilgr4u,7.59E+17,3/1/2018 21:12,9.69E+17,"RT @felipe_siqueira: J.César pode entrar em top 5 de goleiros há mais minutos sem levar gol pelo Flu: ""Importante é a vitória. Se isso acon…",3,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,pt,Twitter for iPhone,NA,NA,NA,NA,NA,NA,felipe_siqueira,27886811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CleverLater,8.93E+17,3/1/2018 21:12,9.69E+17,"Sick with the flu...

Me: I just want to live to see the second season of Jessica Jones.",0,1,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HerbieHarrow,2800812359,3/1/2018 21:12,9.69E+17,RT @_dpaj: via @Newsweek Flu Season 2018: Teen Diagnosed With Advanced Cancer After Doctors Thought He Had Influenza https://t.co/VeKtzrHoT…,1,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,NA,NA,_dpaj Newsweek,289148078 2884771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xgYtaP5jgLz9ukb,9.00E+17,3/1/2018 21:12,9.69E+17,Teen initially diagnosed with flu actually has cancer https://t.co/T1iAAWUlhJ,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2HUNn4s,http://ift.tt/2HUNn4s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MeillanHarold,8.87E+17,3/1/2018 21:12,9.69E+17,Teen initially diagnosed with flu actually has cancer https://t.co/YFKNZHnJZ9,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2HUNn4s,http://ift.tt/2HUNn4s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O81040qxCLE7aJD,9.01E+17,3/1/2018 21:12,9.69E+17,Teen initially diagnosed with flu actually has cancer https://t.co/U6i21umcn4,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,NA,NA,NA,NA,ift.tt/2HUNn4s,http://ift.tt/2HUNn4s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fuckboyfat,192909232,3/1/2018 21:12,9.69E+17,day 3 with the flu: what does it feel like to not be sick?? will i ever get better???,0,7,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DGMedics,1955554854,3/1/2018 21:12,9.69E+17,"RT @PHE_uk: Find advice in our leaflets on staying well in cold weather. They also cover issues such as financial help, healthy lifestyle,…",72,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,PHE_uk,41822696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
